# time_s,x_m,y_m,psi_rad,kappa_rad,vx_mps,ax_mps2
13.000000,-0.127921,2.130681,1.117440,-0.086550,3.743301,3.906750
13.050000,-0.067322,2.253302,1.106439,-0.074240,3.879745,4.372670
13.100000,-0.005481,2.375302,1.097134,-0.061913,4.027092,4.949962
13.150000,0.057391,2.496775,1.089523,-0.049358,4.186917,5.262301
13.200000,0.121081,2.617820,1.083622,-0.036906,4.356738,5.009098
13.250000,0.185383,2.738542,1.079419,-0.024552,4.511308,6.034128
13.300000,0.250089,2.859048,1.076901,-0.012260,4.677237,4.883114
13.350000,0.314998,2.979444,1.076059,-0.000046,4.856971,-2.570373
13.400000,0.379908,3.099841,1.076882,0.012086,4.833534,-6.705709
13.450000,0.444619,3.220344,1.079360,0.024154,4.638182,-6.029003
13.500000,0.508932,3.341060,1.083486,0.036167,4.450335,-5.276192
13.550000,0.572647,3.462092,1.089247,0.048083,4.280527,-4.677723
13.600000,0.635565,3.583541,1.096630,0.059892,4.123870,-4.114828
13.650000,0.697486,3.705501,1.105624,0.071620,3.981077,-3.647369
13.700000,0.758209,3.828061,1.116219,0.083309,3.850212,-3.239484
13.750000,0.817532,3.951305,1.128414,0.094997,3.730160,-2.884269
13.800000,0.875249,4.075309,1.142202,0.106641,3.620070,-2.594119
13.850000,0.931152,4.200141,1.157564,0.118052,3.518484,-2.374330
13.900000,0.985034,4.325859,1.174449,0.128974,3.423208,-2.193084
13.950000,1.036692,4.452506,1.192811,0.139531,3.332792,-2.032438
14.000000,1.085923,4.580116,1.212630,0.150245,3.246953,-1.904248
14.050000,1.132521,4.708710,1.233910,0.160989,3.164550,-1.783811
14.100000,1.176276,4.838299,1.256678,0.171877,3.085206,-1.666760
14.150000,1.216971,4.968881,1.280972,0.183326,3.009340,-1.574795
14.200000,1.254378,5.100442,1.306839,0.194985,2.936014,-1.494950
14.250000,1.288263,5.232953,1.334319,0.206822,2.864676,-1.428108
14.300000,1.318385,5.366369,1.363450,0.219136,2.795090,-1.388667
14.350000,1.344495,5.500628,1.394291,0.231859,2.725992,-1.370721
14.400000,1.366333,5.635646,1.426883,0.244801,2.656244,-1.373467
14.450000,1.383637,5.771320,1.461295,0.258276,2.584765,-1.372584
14.500000,1.396133,5.907520,1.497683,0.273585,2.510534,-1.277043
14.550000,1.403527,6.044090,1.536091,0.288696,2.437774,-1.071281
14.600000,1.405548,6.180846,1.576210,0.299266,2.373500,-0.939936
14.650000,1.401999,6.317569,1.617277,0.302321,2.320386,-1.268622
14.700000,1.392784,6.454027,1.659304,0.309509,2.251977,-1.703554
14.750000,1.377742,6.589964,1.703223,0.330837,2.149632,-1.801721
14.800000,1.356526,6.725076,1.750643,0.361813,2.030048,-1.592664
14.850000,1.328650,6.858968,1.802216,0.393577,1.914514,-1.274195
14.900000,1.293637,6.991172,1.857780,0.420254,1.815946,-1.008275
14.950000,1.251111,7.121152,1.916669,0.442038,1.734507,-0.829713
15.000000,1.200824,7.248329,1.978464,0.462085,1.665112,-0.690839
15.050000,1.142607,7.372074,2.043086,0.483224,1.604634,-0.528809
15.100000,1.076345,7.491703,2.110693,0.506082,1.554852,-0.330353
15.150000,1.001980,7.606466,2.181306,0.527844,1.522077,-0.228564
15.200000,0.919524,7.715558,2.255246,0.552543,1.500956,-0.149732
15.250000,0.829058,7.818103,2.332983,0.584729,1.483345,0.005120
15.300000,0.730706,7.913102,2.414668,0.612612,1.483348,-0.173739
15.350000,0.624700,7.999471,2.501931,0.655973,1.475861,-0.366750
15.400000,0.511343,8.075920,2.596706,0.729633,1.437914,-0.095635
15.450000,0.390970,8.140784,2.699134,0.783133,1.421961,0.095266
15.500000,0.264396,8.192358,2.810607,0.833623,1.430869,-0.086630
15.550000,0.132715,8.228951,2.933411,0.943783,1.431657,-0.694733
